numero,nome,url,tipos,altura_cm,peso_kg,proximas_evolucoes,habilidades
360,Wynaut,https://pokemondb.net/pokedex/wynaut,Psychic,0.6 m (2′00″),14.0 kg (30.9 lbs),"[{'numero': 202, 'nome': 'Wobbuffet', 'url': 'https://pokemondb.net/pokedex/wobbuffet'}]","[{'nome': 'Shadow Tag', 'desc': 'Prevents the foe’s escape.', 'efeito': 'Prevents the foe from escaping.', 'url': 'https://pokemondb.net/ability/shadow-tag'}, {'nome': 'Telepathy', 'desc': 'Anticipates an ally’s attack and dodges it.', 'efeito': 'Pokémon with the Telepathy ability will not take damage from teammates in double and triple battles.', 'url': 'https://pokemondb.net/ability/telepathy'}]"
361,Snorunt,https://pokemondb.net/pokedex/snorunt,Ice,0.7 m (2′04″),16.8 kg (37.0 lbs),"[{'numero': 362, 'nome': 'Glalie', 'url': 'https://pokemondb.net/pokedex/glalie'}, {'numero': 478, 'nome': 'Froslass', 'url': 'https://pokemondb.net/pokedex/froslass'}]","[{'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Moody', 'desc': 'Raises one stat and lowers another.', 'efeito': 'Raises one stat and lowers another.', 'url': 'https://pokemondb.net/ability/moody'}]"
362,Glalie,https://pokemondb.net/pokedex/glalie,Ice,1.5 m (4′11″),256.5 kg (565.5 lbs),"[{'numero': 478, 'nome': 'Froslass', 'url': 'https://pokemondb.net/pokedex/froslass'}]","[{'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Moody', 'desc': 'Raises one stat and lowers another.', 'efeito': 'Raises one stat and lowers another.', 'url': 'https://pokemondb.net/ability/moody'}, {'nome': 'Refrigerate', 'desc': 'Normal-type moves become Ice-type moves.', 'efeito': 'Refrigerate causes all Normal-type attacking moves used by the Pokémon to become Ice-type, and increase in power by 20%.', 'url': 'https://pokemondb.net/ability/refrigerate'}]"
363,Spheal,https://pokemondb.net/pokedex/spheal,"Ice, Water",0.8 m (2′07″),39.5 kg (87.1 lbs),"[{'numero': 364, 'nome': 'Sealeo', 'url': 'https://pokemondb.net/pokedex/sealeo'}, {'numero': 365, 'nome': 'Walrein', 'url': 'https://pokemondb.net/pokedex/walrein'}]","[{'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Oblivious', 'desc': 'Prevents attraction.', 'efeito': 'Oblivious makes the Pokémon immune to gender-based moves and abilities, specifically Attract, Captivate and Cute Charm.', 'url': 'https://pokemondb.net/ability/oblivious'}]"
364,Sealeo,https://pokemondb.net/pokedex/sealeo,"Ice, Water",1.1 m (3′07″),87.6 kg (193.1 lbs),"[{'numero': 365, 'nome': 'Walrein', 'url': 'https://pokemondb.net/pokedex/walrein'}]","[{'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Oblivious', 'desc': 'Prevents attraction.', 'efeito': 'Oblivious makes the Pokémon immune to gender-based moves and abilities, specifically Attract, Captivate and Cute Charm.', 'url': 'https://pokemondb.net/ability/oblivious'}]"
365,Walrein,https://pokemondb.net/pokedex/walrein,"Ice, Water",1.4 m (4′07″),150.6 kg (332.0 lbs),[],"[{'nome': 'Thick Fat', 'desc': 'Heat-and-cold protection.', 'efeito': 'Thick Fat reduces the damage taken from Fire-type and Ice-type moves by 50%.', 'url': 'https://pokemondb.net/ability/thick-fat'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Oblivious', 'desc': 'Prevents attraction.', 'efeito': 'Oblivious makes the Pokémon immune to gender-based moves and abilities, specifically Attract, Captivate and Cute Charm.', 'url': 'https://pokemondb.net/ability/oblivious'}]"
366,Clamperl,https://pokemondb.net/pokedex/clamperl,Water,0.4 m (1′04″),52.5 kg (115.7 lbs),"[{'numero': 367, 'nome': 'Huntail', 'url': 'https://pokemondb.net/pokedex/huntail'}, {'numero': 368, 'nome': 'Gorebyss', 'url': 'https://pokemondb.net/pokedex/gorebyss'}]","[{'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}, {'nome': 'Rattled', 'desc': 'Some move types scare it and boost its Speed.', 'efeito': 'When a Pokémon with Rattled is hit by a Bug, Ghost or Dark type move, its Speed is raised one stage (up to the usual maximum of +6 stages).', 'url': 'https://pokemondb.net/ability/rattled'}]"
367,Huntail,https://pokemondb.net/pokedex/huntail,Water,1.7 m (5′07″),27.0 kg (59.5 lbs),"[{'numero': 368, 'nome': 'Gorebyss', 'url': 'https://pokemondb.net/pokedex/gorebyss'}]","[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Water Veil', 'desc': 'Prevents burns.', 'efeito': 'Prevents the Pokémon from getting a burn.', 'url': 'https://pokemondb.net/ability/water-veil'}]"
368,Gorebyss,https://pokemondb.net/pokedex/gorebyss,Water,1.8 m (5′11″),22.6 kg (49.8 lbs),[],"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Hydration', 'desc': 'Heals status problems if it is raining.', 'efeito': 'A Pokémon with Hydration will cure itself of any status conditions during rain, at the end of each turn. This includes self-inflicted conditions such as from using Rest.', 'url': 'https://pokemondb.net/ability/hydration'}]"
369,Relicanth,https://pokemondb.net/pokedex/relicanth,"Water, Rock",1.0 m (3′03″),23.4 kg (51.6 lbs),[],"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}]"
370,Luvdisc,https://pokemondb.net/pokedex/luvdisc,Water,0.6 m (2′00″),8.7 kg (19.2 lbs),[],"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Hydration', 'desc': 'Heals status problems if it is raining.', 'efeito': 'A Pokémon with Hydration will cure itself of any status conditions during rain, at the end of each turn. This includes self-inflicted conditions such as from using Rest.', 'url': 'https://pokemondb.net/ability/hydration'}]"
371,Bagon,https://pokemondb.net/pokedex/bagon,Dragon,0.6 m (2′00″),42.1 kg (92.8 lbs),"[{'numero': 372, 'nome': 'Shelgon', 'url': 'https://pokemondb.net/pokedex/shelgon'}, {'numero': 373, 'nome': 'Salamence', 'url': 'https://pokemondb.net/pokedex/salamence'}]","[{'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}]"
372,Shelgon,https://pokemondb.net/pokedex/shelgon,Dragon,1.1 m (3′07″),110.5 kg (243.6 lbs),"[{'numero': 373, 'nome': 'Salamence', 'url': 'https://pokemondb.net/pokedex/salamence'}]","[{'nome': 'Rock Head', 'desc': 'Prevents recoil damage.', 'efeito': 'Protects the Pokémon from recoil damage.', 'url': 'https://pokemondb.net/ability/rock-head'}, {'nome': 'Overcoat', 'desc': 'Protects the Pokémon from damage from weather.', 'efeito': 'Overcoat makes the Pokémon immune to residual damage from weather conditions (specifically Hail and Sandstorm).', 'url': 'https://pokemondb.net/ability/overcoat'}]"
373,Salamence,https://pokemondb.net/pokedex/salamence,"Dragon, Flying",1.5 m (4′11″),102.6 kg (226.2 lbs),[],"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Moxie', 'desc': 'Boosts Attack after knocking out any Pokémon.', 'efeito': ""Moxie increases the user's Attack one stage upon fainting an opponent."", 'url': 'https://pokemondb.net/ability/moxie'}, {'nome': 'Aerilate', 'desc': 'Normal-type moves become Flying-type moves.', 'efeito': 'Aerilate causes all Normal-type attacking moves used by the Pokémon to become Flying-type, and increase in power by 20%.', 'url': 'https://pokemondb.net/ability/aerilate'}]"
374,Beldum,https://pokemondb.net/pokedex/beldum,"Steel, Psychic",0.6 m (2′00″),95.2 kg (209.9 lbs),"[{'numero': 375, 'nome': 'Metang', 'url': 'https://pokemondb.net/pokedex/metang'}, {'numero': 376, 'nome': 'Metagross', 'url': 'https://pokemondb.net/pokedex/metagross'}]","[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Light Metal', 'desc': 'Halves the Pokémon’s weight.', 'efeito': ""Light Metal halves the Pokémon's weight in battle. Decreasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/light-metal'}]"
375,Metang,https://pokemondb.net/pokedex/metang,"Steel, Psychic",1.2 m (3′11″),202.5 kg (446.4 lbs),"[{'numero': 376, 'nome': 'Metagross', 'url': 'https://pokemondb.net/pokedex/metagross'}]","[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Light Metal', 'desc': 'Halves the Pokémon’s weight.', 'efeito': ""Light Metal halves the Pokémon's weight in battle. Decreasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/light-metal'}]"
376,Metagross,https://pokemondb.net/pokedex/metagross,"Steel, Psychic",1.6 m (5′03″),550.0 kg (1212.5 lbs),[],"[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Light Metal', 'desc': 'Halves the Pokémon’s weight.', 'efeito': ""Light Metal halves the Pokémon's weight in battle. Decreasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/light-metal'}, {'nome': 'Tough Claws', 'desc': 'Powers up moves that make direct contact.', 'efeito': 'Tough Claws increases the power of moves that make contact.', 'url': 'https://pokemondb.net/ability/tough-claws'}]"
377,Regirock,https://pokemondb.net/pokedex/regirock,Rock,1.7 m (5′07″),230.0 kg (507.1 lbs),[],"[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}]"
378,Regice,https://pokemondb.net/pokedex/regice,Ice,1.8 m (5′11″),175.0 kg (385.8 lbs),[],"[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}]"
379,Registeel,https://pokemondb.net/pokedex/registeel,Steel,1.9 m (6′03″),205.0 kg (451.9 lbs),[],"[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Light Metal', 'desc': 'Halves the Pokémon’s weight.', 'efeito': ""Light Metal halves the Pokémon's weight in battle. Decreasing weight affects these moves:"", 'url': 'https://pokemondb.net/ability/light-metal'}]"
380,Latias,https://pokemondb.net/pokedex/latias,"Dragon, Psychic",1.4 m (4′07″),40.0 kg (88.2 lbs),[],"[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}, {'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}]"
381,Latios,https://pokemondb.net/pokedex/latios,"Dragon, Psychic",2.0 m (6′07″),60.0 kg (132.3 lbs),[],"[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}, {'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}]"
382,Kyogre,https://pokemondb.net/pokedex/kyogre,Water,4.5 m (14′09″),352.0 kg (776.0 lbs),[],"[{'nome': 'Drizzle', 'desc': 'Summons rain in battle.', 'efeito': 'Drizzle creates a rain shower when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/drizzle'}, {'nome': 'Primordial Sea', 'desc': 'Affects weather and nullifies any Fire-type attacks.', 'efeito': 'Primordial Sea creates heavy rain when the ability is activated (by Kyogre reverting to its Primal form).', 'url': 'https://pokemondb.net/ability/primordial-sea'}]"
383,Groudon,https://pokemondb.net/pokedex/groudon,Ground,3.5 m (11′06″),950.0 kg (2094.4 lbs),[],"[{'nome': 'Drought', 'desc': 'Summons sunlight in battle.', 'efeito': 'Drought creates harsh sunlight when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/drought'}, {'nome': 'Desolate Land', 'desc': 'Affects weather and nullifies any Water-type attacks.', 'efeito': 'Desolate Land creates extremely harsh sunlight when the ability is activated (by Groudon reverting to its Primal form).', 'url': 'https://pokemondb.net/ability/desolate-land'}]"
384,Rayquaza,https://pokemondb.net/pokedex/rayquaza,"Dragon, Flying",7.0 m (23′00″),206.5 kg (455.3 lbs),[],"[{'nome': 'Air Lock', 'desc': 'Negates weather effects.', 'efeito': 'Air Lock suppresses all effects brought on by weather, including move power increases, end-of-turn damage, accuracy changes, relevant abilities and so on.', 'url': 'https://pokemondb.net/ability/air-lock'}, {'nome': 'Delta Stream', 'desc': 'Affects weather and eliminates all of the Flying type’s weaknesses.', 'efeito': 'Delta Stream creates strong winds when the ability is activated (by Rayquaza Mega-Evolving).', 'url': 'https://pokemondb.net/ability/delta-stream'}]"
385,Jirachi,https://pokemondb.net/pokedex/jirachi,"Steel, Psychic",0.3 m (1′00″),1.1 kg (2.4 lbs),[],"[{'nome': 'Serene Grace', 'desc': 'Promotes added effects.', 'efeito': ""Serene Grace doubles the chance of moves' secondary effects occurring - specifically stat changes, status ailments, or flinching. It also increases the chance of flinching due to the held items King's Rock and Razor Fang from 10% to 20% (however, note that those items do not affect moves that already have a flinch chance)."", 'url': 'https://pokemondb.net/ability/serene-grace'}]"
386,Deoxys,https://pokemondb.net/pokedex/deoxys,Psychic,1.7 m (5′07″),60.8 kg (134.0 lbs),[],"[{'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}]"
387,Turtwig,https://pokemondb.net/pokedex/turtwig,Grass,0.4 m (1′04″),10.2 kg (22.5 lbs),"[{'numero': 388, 'nome': 'Grotle', 'url': 'https://pokemondb.net/pokedex/grotle'}, {'numero': 389, 'nome': 'Torterra', 'url': 'https://pokemondb.net/pokedex/torterra'}]","[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}]"
388,Grotle,https://pokemondb.net/pokedex/grotle,Grass,1.1 m (3′07″),97.0 kg (213.8 lbs),"[{'numero': 389, 'nome': 'Torterra', 'url': 'https://pokemondb.net/pokedex/torterra'}]","[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}]"
389,Torterra,https://pokemondb.net/pokedex/torterra,"Grass, Ground",2.2 m (7′03″),310.0 kg (683.4 lbs),[],"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Shell Armor', 'desc': 'Blocks critical hits.', 'efeito': 'Shell Armor prevents the Pokémon from receiving a critical hit.', 'url': 'https://pokemondb.net/ability/shell-armor'}]"
390,Chimchar,https://pokemondb.net/pokedex/chimchar,Fire,0.5 m (1′08″),6.2 kg (13.7 lbs),"[{'numero': 391, 'nome': 'Monferno', 'url': 'https://pokemondb.net/pokedex/monferno'}, {'numero': 392, 'nome': 'Infernape', 'url': 'https://pokemondb.net/pokedex/infernape'}]","[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}]"
391,Monferno,https://pokemondb.net/pokedex/monferno,"Fire, Fighting",0.9 m (2′11″),22.0 kg (48.5 lbs),"[{'numero': 392, 'nome': 'Infernape', 'url': 'https://pokemondb.net/pokedex/infernape'}]","[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}]"
392,Infernape,https://pokemondb.net/pokedex/infernape,"Fire, Fighting",1.2 m (3′11″),55.0 kg (121.3 lbs),[],"[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}]"
393,Piplup,https://pokemondb.net/pokedex/piplup,Water,0.4 m (1′04″),5.2 kg (11.5 lbs),"[{'numero': 394, 'nome': 'Prinplup', 'url': 'https://pokemondb.net/pokedex/prinplup'}, {'numero': 395, 'nome': 'Empoleon', 'url': 'https://pokemondb.net/pokedex/empoleon'}]","[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Defiant', 'desc': 'When its stats are lowered its Attack increases.', 'efeito': ""Defiant raises the ability-bearer's Attack by two stages when hit by a stat-lowering move."", 'url': 'https://pokemondb.net/ability/defiant'}]"
394,Prinplup,https://pokemondb.net/pokedex/prinplup,Water,0.8 m (2′07″),23.0 kg (50.7 lbs),"[{'numero': 395, 'nome': 'Empoleon', 'url': 'https://pokemondb.net/pokedex/empoleon'}]","[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Defiant', 'desc': 'When its stats are lowered its Attack increases.', 'efeito': ""Defiant raises the ability-bearer's Attack by two stages when hit by a stat-lowering move."", 'url': 'https://pokemondb.net/ability/defiant'}]"
395,Empoleon,https://pokemondb.net/pokedex/empoleon,"Water, Steel",1.7 m (5′07″),84.5 kg (186.3 lbs),[],"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Defiant', 'desc': 'When its stats are lowered its Attack increases.', 'efeito': ""Defiant raises the ability-bearer's Attack by two stages when hit by a stat-lowering move."", 'url': 'https://pokemondb.net/ability/defiant'}]"
396,Starly,https://pokemondb.net/pokedex/starly,"Normal, Flying",0.3 m (1′00″),2.0 kg (4.4 lbs),"[{'numero': 397, 'nome': 'Staravia', 'url': 'https://pokemondb.net/pokedex/staravia'}, {'numero': 398, 'nome': 'Staraptor', 'url': 'https://pokemondb.net/pokedex/staraptor'}]","[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Reckless', 'desc': 'Powers up moves that have recoil damage.', 'efeito': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP)."", 'url': 'https://pokemondb.net/ability/reckless'}]"
397,Staravia,https://pokemondb.net/pokedex/staravia,"Normal, Flying",0.6 m (2′00″),15.5 kg (34.2 lbs),"[{'numero': 398, 'nome': 'Staraptor', 'url': 'https://pokemondb.net/pokedex/staraptor'}]","[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Reckless', 'desc': 'Powers up moves that have recoil damage.', 'efeito': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP)."", 'url': 'https://pokemondb.net/ability/reckless'}]"
398,Staraptor,https://pokemondb.net/pokedex/staraptor,"Normal, Flying",1.2 m (3′11″),24.9 kg (54.9 lbs),[],"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Reckless', 'desc': 'Powers up moves that have recoil damage.', 'efeito': ""Reckless increases the power of recoil moves by 20%. By extension, this means the amount of recoil damage taken will increase as more damage is dealt (except for High Jump Kick and Jump Kick which are based on the user's HP)."", 'url': 'https://pokemondb.net/ability/reckless'}]"
399,Bidoof,https://pokemondb.net/pokedex/bidoof,Normal,0.5 m (1′08″),20.0 kg (44.1 lbs),"[{'numero': 400, 'nome': 'Bibarel', 'url': 'https://pokemondb.net/pokedex/bibarel'}]","[{'nome': 'Simple', 'desc': 'The Pokémon is prone to wild stat changes.', 'efeito': 'The Simple ability doubles the number of stages of all stat changes. Stats can be raised to a maximum of +6 stages each, or lowered to a minimum of -6 stages each.', 'url': 'https://pokemondb.net/ability/simple'}, {'nome': 'Unaware', 'desc': 'Ignores any change in ability by the foe.', 'efeito': 'Ignores any stat changes in the Pokémon.', 'url': 'https://pokemondb.net/ability/unaware'}, {'nome': 'Moody', 'desc': 'Raises one stat and lowers another.', 'efeito': 'Raises one stat and lowers another.', 'url': 'https://pokemondb.net/ability/moody'}]"
